filename,Artistic Categories,Score,Theme and logic,Creativity,Layout and composition,Space and perspective,The sense of order,Light and shadow,Color,Details and texture,The overall,Mood
bbfe1c71429f4b4fa0324943d9bcc4b1.png,traditional Chinese painting*freehand*portraiture,7.167,6.83,7.33,6.67,,7.17,,7.17,7.33,6.83,
becef8e64ccc44b6bcdfc1b2ba628a1c.png,traditional Chinese painting*freehand*portraiture,7.167,6.83,6.83,7.33,,6.33,,7.17,6.83,7,
c108e300530c4c65886746a858e3ba73.jpg,traditional Chinese painting*freehand*portraiture,7.167,7,6.83,7.17,,7.17,,6.83,6.5,6.83,
c94b07ab26304b9c8753ddf86792cc64.png,traditional Chinese painting*freehand*portraiture,7.167,6.5,7.17,7.17,,6.67,,7,7.5,7.17,
d9eebd8773c54b1e8338b9c36be5918e.png,traditional Chinese painting*freehand*portraiture,7.167,7,7.33,7.33,,7.17,,7,7,7.5,
e6563872b61241ddb6b739709c4f2c06.png,traditional Chinese painting*freehand*portraiture,7.167,6.67,6.5,6.83,,7,,6.83,7.5,6.83,
53de67e1a08440e2b3477403bde2c360.png,traditional Chinese painting*freehand*portraiture,7.25,7.5,6.83,7,,6.67,,7.17,6.83,7,
72ede35c2d494c6fb0b3fc28d2cb325b.jpg,traditional Chinese painting*freehand*portraiture,7.25,6.83,7,7.17,,7.17,,7,7.17,7,
cd8f324f3b9643fdafd0085f5760dac7.jpg,traditional Chinese painting*freehand*portraiture,7.25,6.83,7.33,6.67,,7.5,,6.5,7.17,6.67,
e56487e62cbf4844baab220434b8352a.png,traditional Chinese painting*freehand*portraiture,7.25,7.17,6.67,7.5,,7,,6.83,7.33,6.5,
f10c0f7aa3f94dc3b042d5565e5f1227.png,traditional Chinese painting*freehand*portraiture,7.25,6.83,7.17,6.83,,7.33,,7.33,7.33,7,
09d3efb8129447438680bf3983eebe63.png,traditional Chinese painting*freehand*portraiture,7.333,7.33,6.83,7,,7.33,,7,7.17,7.33,
28a7b8f8adc74008a1176707295d6b42.png,traditional Chinese painting*freehand*portraiture,7.333,6.67,7.17,7.17,,6.67,,7,7.17,7.17,
53aa4d29ec0a478fa777630aea9fabd4.png,traditional Chinese painting*freehand*portraiture,7.333,7.17,7.17,7,,7.17,,6.83,7.5,7.33,
96daef9e4e094083a6691add3b50cd73.png,traditional Chinese painting*freehand*portraiture,7.333,7.17,7.67,7.67,,7,,7.5,7.17,7.17,
a1a91dcf463a4356a723ef29ef6d366a.png,traditional Chinese painting*freehand*portraiture,7.333,7.33,7.17,7.17,,7.17,,7,6.83,7.17,
ac729ff3362c420db19a5282bb8c7b13.png,traditional Chinese painting*freehand*portraiture,7.333,7.17,7.5,7.83,,7,,6.83,7.17,7,
b2cb2a0bf9b0482e86e91e33d5e9c79f.jpg,traditional Chinese painting*freehand*portraiture,7.333,7,7.5,7.67,,6.83,,7,6.83,7.33,
c1f81e4d958e4e08aebbea04b7fabe4d.jpg,traditional Chinese painting*freehand*portraiture,7.333,7.17,7,6.5,,7.17,,7.17,7.17,7.33,
3e4daefe3a9f4b5a84e6a57b4b2cabdb.png,traditional Chinese painting*freehand*portraiture,7.417,7.67,6.83,7.33,,7.33,,7.17,6.67,7.67,
902e1b8583e149e5ae5ae267cf4064e4.png,traditional Chinese painting*freehand*portraiture,7.417,7,7.5,7.5,,7,,7.17,7.33,7.33,
a36dc055076c47a991809ec6586bbf87.png,traditional Chinese painting*freehand*portraiture,7.417,7.5,7.5,6.83,,7.5,,7,7.5,7.17,
d9938c4fdf7c447cb409da37a3542072.jpg,traditional Chinese painting*freehand*portraiture,7.417,7,7.33,7.33,,7,,7.67,7,7.33,
efa38d2fd5ea4fb08631e3ae80bdf2ec.png,traditional Chinese painting*freehand*portraiture,7.417,7.17,7.67,7.33,,7.33,,6.83,7.17,7,
12e1e9d9e1744d94a7c885c510acb137.png,traditional Chinese painting*freehand*portraiture,7.429,6.86,7.14,7,,7,,6.86,7.14,6.86,
0604a0176b58400eae67c2960f980f24.png,traditional Chinese painting*freehand*portraiture,7.5,7.5,7.33,7.33,,7.67,,7.5,7,7.5,
22e11fafd1184249b7b0db1237cc17a8.png,traditional Chinese painting*freehand*portraiture,7.5,6.83,7.33,6.67,,6.83,,7,7.5,7,
2bfe4cc14e9c4090ab95b4aed3713d09.png,traditional Chinese painting*freehand*portraiture,7.5,7.33,7.33,7.33,,6.83,,7.33,7.5,7.33,
4749ba5c69da44a594083029a8609cb4.jpg,traditional Chinese painting*freehand*portraiture,7.5,7.33,7.67,7.33,,7.67,,7.5,7.5,7.5,
6219559a6c5446f483132aada41f8874.png,traditional Chinese painting*freehand*portraiture,7.5,6.67,6.33,7.17,,6.67,,7.17,6.83,7,
a577fb3720cd461f8f67bfb76e38c4e8.jpg,traditional Chinese painting*freehand*portraiture,7.5,7,7.33,7,,7.5,,6.5,7.67,7.33,
a5d51a0331ef4367880b498f5c3c0c9a.jpg,traditional Chinese painting*freehand*portraiture,7.5,7.33,7.17,7.33,,7.67,,7.17,7.83,7.33,
c8306356e3bc49a2ba44b79187cfeb27.jpg,traditional Chinese painting*freehand*portraiture,7.5,7.67,7.33,6.83,,7.83,,7.33,7.83,7.5,
e57ba8dcb2eb4a9bb0be8f374a2c3776.png,traditional Chinese painting*freehand*portraiture,7.5,7.33,7.83,7.83,,7.67,,7.33,7.5,7.5,
0fbb65d53c60463495d0e83d8d6342e7.png,traditional Chinese painting*freehand*portraiture,7.583,7.5,7.83,7.67,,6.83,,7.83,7.17,7.33,
25617e7b9015414bae35567b746560dd.png,traditional Chinese painting*freehand*portraiture,7.583,7.5,7.5,7.5,,7.5,,7.33,7.33,7.5,
30fd2987e17f4682a904021cfeb8a457.png,traditional Chinese painting*freehand*portraiture,7.583,7.67,7,7.5,,7.17,,6.83,7.17,7.33,
361b280ce6fd42018bc5d9b087bcbce5.png,traditional Chinese painting*freehand*portraiture,7.583,7.17,7.5,7.83,,7.33,,6.83,7.67,7.83,
50d4bf587e7f49238da37093638e4b91.png,traditional Chinese painting*freehand*portraiture,7.583,7.17,7.33,7.33,,7.33,,7.5,7.17,7.33,
904bb80c71724b71b97c85c2d5d51de8.png,traditional Chinese painting*freehand*portraiture,7.583,7.33,7.33,7.17,,7,,7.17,7.5,7.33,
ba63fa0015124519b7371b2e70479b09.png,traditional Chinese painting*freehand*portraiture,7.583,6.83,7.5,7.5,,6.67,,7.33,7.33,7.33,
c9fd3a8f1315424988fcc392d7eedd77.png,traditional Chinese painting*freehand*portraiture,7.583,7,7.5,7,,7.5,,7.5,7.17,6.83,
e5167267c46d409a9d04ef6f9643f790.png,traditional Chinese painting*freehand*portraiture,7.583,7.33,7.5,7,,7.17,,7,7.17,7.5,
f5b8408aa6c640c7a0057d99193a3227.jpg,traditional Chinese painting*freehand*portraiture,7.583,7.67,6.83,7.5,,7.5,,7.5,7.33,7.33,
030440375b114fe7b054ff057596376d.jpg,traditional Chinese painting*freehand*portraiture,7.667,7.67,7.5,7.17,,7.33,,7.33,7.33,7.5,
0f94501bf94a497a913fdbf82a91942d.jpg,traditional Chinese painting*freehand*portraiture,7.667,7.33,7.33,7.5,,7.33,,7.17,7,7.5,
4cae00c877bc46d29068e4a02eeda316.png,traditional Chinese painting*freehand*portraiture,7.667,7.5,7.67,7.17,,7.5,,7.33,7.67,7.5,
4cedc881c2184c75aea1d6be0fcdca34.png,traditional Chinese painting*freehand*portraiture,7.667,7.83,7.67,7.33,,7.5,,7.5,7.33,8,
829d466e30344aa28f8d3afffcf29c5f.png,traditional Chinese painting*freehand*portraiture,7.667,7.17,7.67,7.5,,7.17,,7.5,7.67,7.17,
a1d50dacc496446b8da937edaa576695.png,traditional Chinese painting*freehand*portraiture,7.667,7.17,7.83,7.33,,7.5,,7,8,7.67,
a839af04739e41848f6311af65795a70.png,traditional Chinese painting*freehand*portraiture,7.667,7.83,8,7.67,,7.33,,6.67,7.67,7.33,
241a9ca210554aa8829f4181271356a9.png,traditional Chinese painting*freehand*portraiture,7.75,7.5,7.5,7.33,,7,,7.17,7.5,7.67,
461c0e8663fd46749155ea76fa1127ea.jpg,traditional Chinese painting*freehand*portraiture,7.75,7.33,7.17,7.5,,7.5,,8,7.67,7.67,
54b900c87026417aa1e9939e83c01c49.png,traditional Chinese painting*freehand*portraiture,7.75,7.5,7.5,7.33,,7.83,,7.5,7.5,7.67,
699a069e466d4c20b40f9d856574a9d2.png,traditional Chinese painting*freehand*portraiture,7.75,7.33,7.67,7.5,,7.5,,7.33,7.17,7.67,
76263e7aaeae470ea5f65b3f74ef8abd.png,traditional Chinese painting*freehand*portraiture,7.75,7.33,7.5,7.5,,7,,7.33,7.67,7.5,
892f8c43e9d647229faad8ac0cb134bc.png,traditional Chinese painting*freehand*portraiture,7.75,7.33,7.67,7.67,,7.17,,7.67,7.5,7.67,
a36c4d66702047e9be9800b168b28ed8.png,traditional Chinese painting*freehand*portraiture,7.75,7,7.5,7.5,,7.33,,7.33,7,7.83,
a9b43ce55e294eed91995eab05e565d1.png,traditional Chinese painting*freehand*portraiture,7.75,7.67,7.33,7.33,,7.67,,7.33,7.5,7.67,
e172d8260d6b4a17ad741ece71cc4ca6.png,traditional Chinese painting*freehand*portraiture,7.75,7.17,6.83,7.67,,7.5,,7.67,8.17,7.33,
0c6377771c914e8a81dc168f0ed1943e.png,traditional Chinese painting*freehand*portraiture,7.833,7.33,7.33,7.33,,7.83,,7.67,7.83,7.83,
4baf389e14174c4ca793c4a88981ee0d.png,traditional Chinese painting*freehand*portraiture,7.833,7.5,7.67,7.83,,7.5,,7.5,7.67,7.33,
5a20284bc14f41b795d4706438f15598.jpg,traditional Chinese painting*freehand*portraiture,7.833,7.5,7.17,7.17,,7.67,,8,7.5,7.83,
5b8c598c74134ee8a1e6bc7ba92054df.png,traditional Chinese painting*freehand*portraiture,7.833,7.17,7.5,7.33,,7.5,,6.5,7.83,7.33,
6e8e0e0751db4a66bfa7ec8d34df46e0.png,traditional Chinese painting*freehand*portraiture,7.833,7.67,7.17,7.83,,7.67,,7.5,8,7.67,
9b31f681a9cc4523bf8512706962d653.png,traditional Chinese painting*freehand*portraiture,7.833,7.83,7.67,7.67,,8,,7.67,7.17,7.67,
9f0574a0166a44f9a71bf71dc5dfff6a.jpg,traditional Chinese painting*freehand*portraiture,7.833,7.33,7.17,7.5,,7.33,,7.67,7.33,7.83,
aaa47322978542cf981c64a79e590996.png,traditional Chinese painting*freehand*portraiture,7.833,7.33,7.83,7.83,,7.5,,7,8,7.33,
aec2dbc655144f6d95970e026427005f.png,traditional Chinese painting*freehand*portraiture,7.833,7.17,7.5,7.17,,7.67,,7.17,7.17,7.67,
f2a7b7c1ce8c41ea8c9694ca13e5a9e2.png,traditional Chinese painting*freehand*portraiture,7.833,7.5,7.33,7,,7.83,,7,7.5,7.67,
1089828234fa40c4b2a2d4503768f73c.png,traditional Chinese painting*freehand*portraiture,7.917,7.5,8,8,,8.17,,7.67,7.33,7.83,
3045d18240e748bfaa21dc18f7503421.jpg,traditional Chinese painting*freehand*portraiture,7.917,7.83,7.33,7.33,,7.67,,7.17,7.33,7.5,
310f81f79e3243ecaa0c5b8fc98b8f75.png,traditional Chinese painting*freehand*portraiture,7.917,7.67,7.5,7.5,,7.67,,7.5,8,7.5,
43a9b1eb9f964ee5af406700a6508343.jpg,traditional Chinese painting*freehand*portraiture,7.917,7.83,7.5,7.67,,7.5,,7.33,7.5,8,
48f4ead3b33c4eb9b10180e42993f10e.jpg,traditional Chinese painting*freehand*portraiture,7.917,7.67,7.17,7.83,,7,,7.17,7.33,7.5,
6c32cd89db954564bfcee815505db250.jpg,traditional Chinese painting*freehand*portraiture,7.917,7.67,7.5,7.67,,7.67,,7.5,7.33,8,
a993b10d61bf459b8d89f31ca6b3dcb6.png,traditional Chinese painting*freehand*portraiture,7.917,6.83,7.67,7.17,,7.5,,7,7.33,7.17,
b12c9f98b1264870a3ce8dcbc570ad31.png,traditional Chinese painting*freehand*portraiture,7.917,8,7.67,7.67,,7.33,,7.83,7.5,8.17,
ea94d7ce147946cb9941953c3c48c353.jpg,traditional Chinese painting*freehand*portraiture,7.917,7.67,7.17,6.83,,7.5,,7.33,7.33,7.83,
f5310db1c4c842598025ae55a25801e7.png,traditional Chinese painting*freehand*portraiture,7.917,7,7.17,7.33,,7.5,,6.83,7.5,7.17,
1e9a28504a7f4a1bba60511d1ce75789.jpg,traditional Chinese painting*freehand*portraiture,8,8,7.33,7.67,,8,,8.17,7.67,7.83,
504988ef0cc542ae8b0b4fd1a8b2a4b3.jpg,traditional Chinese painting*freehand*portraiture,8,7.71,7.57,7.14,,7.43,,7,7.71,7.86,
64a27ad5fc64490e95dc11d80f36570d.png,traditional Chinese painting*freehand*portraiture,8,7.67,7,7.67,,7.5,,7.67,7.67,7.67,
8b90be9e2d4a44c4a4b1cee8da2d193a.png,traditional Chinese painting*freehand*portraiture,8,7.83,8.33,7.5,,7.83,,7.83,7.5,7.33,
946a55f3467240c28813f005421b6ad2.jpg,traditional Chinese painting*freehand*portraiture,8,7.83,7.67,7.5,,8,,7.67,7.33,7.83,
96c211bd67c9420dbcb41920deb8662d.jpg,traditional Chinese painting*freehand*portraiture,8,7.67,7.5,6.83,,8,,7.67,8.17,7.83,
0375ea7a00954ba2b265f3077f625b1f.jpg,traditional Chinese painting*freehand*portraiture,8.083,7.83,7.17,7.83,,7.33,,8,7.67,8,
1a72d76334984dc78cbc7f9a6d4e1ec4.jpg,traditional Chinese painting*freehand*portraiture,8.083,8,7.67,8,,7.83,,7.67,8,8.17,
acea962b43a74d07820d77344ca32a0d.jpg,traditional Chinese painting*freehand*portraiture,8.083,7.67,7,7.5,,8,,8,8.17,8,
bd5e697a16f84143a6e0ff5d8b83d2e0.jpg,traditional Chinese painting*freehand*portraiture,8.083,7.5,7.67,7.5,,7.5,,8.33,8,8,
bec7dd34cc2147deb766cc91db85cf83.png,traditional Chinese painting*freehand*portraiture,8.083,7.83,7.5,7.67,,7.83,,7.83,8,7.83,
ee94ba7810e6413088cf9edccc71a22f.jpg,traditional Chinese painting*freehand*portraiture,8.083,7.83,7.67,7.67,,7.67,,7.83,7.5,7.83,
0791ee7cbb8546498cd89d7ff2c398f5.jpg,traditional Chinese painting*freehand*portraiture,8.167,7.5,7.67,7.33,,8.17,,7.5,7.5,7.83,
2d12cb2501b14111964973c7737148fa.png,traditional Chinese painting*freehand*portraiture,8.167,7.83,7.5,7.83,,8,,8.17,7.33,8,
2db84bfb59b448ec9b655ee06e41a0ae.png,traditional Chinese painting*freehand*portraiture,8.25,7.83,8,7.83,,7.67,,7.83,8,7.83,
1587fb8bf46c4e749d91362c99d0b4a3.png,traditional Chinese painting*freehand*portraiture,8.333,8.17,8.17,8.33,,7.67,,8.33,8.17,8.17,
8cf0caed53ed4f93ba07a0122f5b19ce.png,traditional Chinese painting*freehand*portraiture,8.333,7.83,7.67,8.17,,8,,7.83,8,8.33,
a90253c92a964bdd87ecec06f9caaad2.png,traditional Chinese painting*freehand*portraiture,8.333,8.17,7.83,8.5,,8.17,,8.17,8.5,8.17,
1e8e581522cd45c5a119aee93f797bf2.png,traditional Chinese painting*freehand*portraiture,8.583,8.17,7.83,7.83,,7.83,,7.83,8,8.17,
4376195988e14c539f2917e01d5ebc75.jpg,traditional Chinese painting*meticulous*floral and avian,2.167,3,,2.33,2.5,2.5,2.33,2.33,2.67,2.67,2.67
8aa680c61ee24173be235580304a3a0a.png,traditional Chinese painting*meticulous*floral and avian,2.25,2.83,,2.33,2.5,2.33,2.5,2,2.5,2.67,2.5
122dfb4cc5014403aee8801cfa1f5167.png,traditional Chinese painting*meticulous*floral and avian,2.5,3.67,,3,2.67,2.83,2.5,2.33,2.33,3,2.5
322764ea37e448f8821894ec42bd6c05.png,traditional Chinese painting*meticulous*floral and avian,2.583,3.83,,3,2.5,2.5,2.33,2.67,2.33,3,2.67
3801b61f4d484160b833bd70a47aaeb0.png,traditional Chinese painting*meticulous*floral and avian,2.583,3.83,,3.33,3,3.17,2.83,2.5,2.83,3.17,3
e62ca38cbd564166bf173922fee23627.png,traditional Chinese painting*meticulous*floral and avian,2.583,3.17,,2.67,2.5,2.5,2.33,2.67,2.17,2.33,2
3295bef5083b488a9f4375963a9ae7e9.png,traditional Chinese painting*meticulous*floral and avian,2.667,4,,3,2.5,3.17,2.5,3,2.83,3.33,3
362be5213d074cd19ff34e128a8a15a0.png,traditional Chinese painting*meticulous*floral and avian,2.667,3.67,,3.17,2.5,2.67,2.5,2.83,2.33,3,2.5
3c7cfe7b0be94267aa7aed2f5f1245d3.png,traditional Chinese painting*meticulous*floral and avian,2.667,4.17,,2.83,2.17,2.83,2.33,2.5,2.17,3,2.5
d098a5d23a5049bba43e03128c6a205a.png,traditional Chinese painting*meticulous*floral and avian,2.667,3.83,,2.67,2.83,3,2.33,2.83,2.17,3.17,2.33
563b0d92745847cb97b59f1070eabd01.png,traditional Chinese painting*meticulous*floral and avian,2.75,4,,2.67,2.83,3.17,2.83,2.83,2.67,3.17,2.83
ec89ce5168984ea885294ac3b7305e0a.png,traditional Chinese painting*meticulous*floral and avian,2.75,3.83,,4,3.5,3.17,2.5,3,2.83,3,2.67
310d7100f8954fbaa7abb64649306c8e.png,traditional Chinese painting*meticulous*floral and avian,2.833,4,,3.33,2,2.83,2.33,2.83,2.33,3.17,2.83
6199010c33644f9b8a3b11ecabac8ec0.png,traditional Chinese painting*meticulous*floral and avian,2.833,3.33,,2.67,2.5,2.83,2.67,2.67,2.5,3,2.5
81e3589ebe1743389ad4afee75f2f950.png,traditional Chinese painting*meticulous*floral and avian,2.833,4.17,,3.67,2.83,3.67,2.67,2.5,2.67,3.5,2.5
c889e1af6be8486c90373e71756367fa.png,traditional Chinese painting*meticulous*floral and avian,2.833,3,,3.17,2.33,3.17,2.67,2.83,2.33,3,3
ca672cc7d96848749bc938fb94cede0f.png,traditional Chinese painting*meticulous*floral and avian,2.833,3.33,,3.5,2.83,3.17,2.83,3,2.67,3.17,2.83
cbed265dadd8485fab4f52ad199cb256.png,traditional Chinese painting*meticulous*floral and avian,2.833,3.17,,3.5,2.83,2.67,2.67,3,2.5,3,2.5
33e72a373c924a9baed41e380a661729.jpg,traditional Chinese painting*meticulous*floral and avian,2.917,4.17,,3.33,2.83,3.17,3.17,3.17,3,3.33,3
709567960b6747ec9c68f2a6430ca68a.png,traditional Chinese painting*meticulous*floral and avian,2.917,4.33,,3.67,2.67,3,2.83,3.33,2.67,3.17,2.5
eeb2626dc8634233845427480ab7c0ba.png,traditional Chinese painting*meticulous*floral and avian,2.917,3.5,,3.33,2.83,3.17,2.67,3.33,2,3,2.67
35e4507789eb471bb58c112f3d6c81cb.png,traditional Chinese painting*meticulous*floral and avian,3,4.17,,3,2.5,3.17,2.67,2.67,2.83,3.17,3.17
3cf0354d17244afb90d5af6f6a38b0be.png,traditional Chinese painting*meticulous*floral and avian,3,4.33,,3.17,2.67,3.33,2.5,2.83,2.67,3.5,2.67
9c69cec11f994648bfac1c7aa8626938.png,traditional Chinese painting*meticulous*floral and avian,3,3.5,,3.33,2.67,3,2.33,3,2.67,3,2.83
5740d55c44a74d67a58d07dbe8b8a2cd.png,traditional Chinese painting*meticulous*floral and avian,3.083,4.33,,2.83,2.83,3,2.5,3.17,2.83,3.67,2.83
a62fdc55bbcc44f6b5b7b1c14e30bc0c.png,traditional Chinese painting*meticulous*floral and avian,3.083,3.33,,3.5,3.17,3.17,3,2.67,2.83,3.33,3
0a4a3b8ec7e84454bbbad29662c68b90.png,traditional Chinese painting*meticulous*floral and avian,3.167,4,,3.5,3,3.5,3.5,3.33,3.33,3.5,3.17
85bd01383a2547f28fe9cee8131d4587.png,traditional Chinese painting*meticulous*floral and avian,3.25,4.17,,3.17,3,3.33,2.83,3.17,3,3.67,3.17
983e6f511f3f4ebabee352c1b91d1619.png,traditional Chinese painting*meticulous*floral and avian,3.25,3.5,,3.5,2.83,3.33,2.5,2.5,2.67,3.5,3.33
d5f8a951b38a4ee6878f7cc112548669.png,traditional Chinese painting*meticulous*floral and avian,3.25,3.17,,3,3,3.33,2.83,3.33,3.33,3.5,3.17
93ded386166643f594722cce74e383e2.png,traditional Chinese painting*meticulous*floral and avian,3.417,4.33,,3.33,3,3.5,3.17,2.83,3,3.83,3.17
ee189944e7324b8cba9d399c4d337785.png,traditional Chinese painting*meticulous*floral and avian,3.417,3.33,,3.33,2.5,3.5,2.5,3.5,2.83,3.5,4
9aed4b1688e0497b996fab6ebdd35faa.png,traditional Chinese painting*meticulous*floral and avian,3.5,3.67,,3.67,3,3.83,3.67,3,3,3.33,3.5
64eed4a861c24ab3ad8d53cc359be6f3.png,traditional Chinese painting*meticulous*floral and avian,3.667,5.67,,4.5,3.5,4.33,3.83,3.17,4,4.33,3
f6e3d1921095474c8ca08ff054eca512.png,traditional Chinese painting*meticulous*floral and avian,3.75,4.33,,4.5,3.83,4,3.67,4.83,3.5,4.33,4.17
538e452d23964b30b242293b81ab84d6.png,traditional Chinese painting*meticulous*floral and avian,4.5,5.5,,4.67,3.83,4.83,4.17,3.67,4.33,4.5,4.5
0f44cb68281943d6943145f9b1f15acd.png,traditional Chinese painting*meticulous*floral and avian,4.583,5.17,,4.33,3.83,3.83,4.17,4,3.67,4.33,3.83
a06be32e72e94dad82bca3d5b7dad03f.png,traditional Chinese painting*meticulous*floral and avian,4.917,5,,4.5,4.5,4.33,3.83,3.83,4.17,4.5,4.5
b135a36f21c24234af0ac282f794fe9f.png,traditional Chinese painting*meticulous*floral and avian,4.917,5.17,,4.67,4.5,5,5,4.67,5.17,4.67,4.33
d432d3a6963248a89667e7bee757c5b8.png,traditional Chinese painting*meticulous*floral and avian,5,5.33,,5.17,5,5.33,5,5.17,4.83,4.83,4.83
e2393d0a8bf4467bb2329b44a2b733a6.png,traditional Chinese painting*meticulous*floral and avian,5.5,5.33,,4.5,4.33,4.67,4.67,5.33,6.17,5,4.17
fabf82d7cf574ca7a66b8db681d0cef9.png,traditional Chinese painting*meticulous*floral and avian,5.583,7.17,,6.33,5.67,5.33,6.17,6.17,6.5,6,5.17
a559adeea5714fdb9c465493aabc8e69.png,traditional Chinese painting*meticulous*floral and avian,5.75,5.67,,5.67,5.83,5.83,5.5,5.33,5.83,5.67,4.83
64e3cbbc31f040e3b40e77d8e4dfdce6.png,traditional Chinese painting*meticulous*floral and avian,5.917,6.17,,5.33,5.67,5.83,6,6,6.33,5.83,5.17
2f983ebf846541ceabdf2145133d2e8d.png,traditional Chinese painting*meticulous*floral and avian,6,6.5,,5.83,5.5,5.83,5.5,6,6.33,5.83,5.33
f189816bb00b4e1f8171d007aa5c9e17.png,traditional Chinese painting*meticulous*floral and avian,6,6.17,,5.17,6,5.83,6,5.5,6,5.83,5
98fc947fbafb484687909cf729e402b4.png,traditional Chinese painting*meticulous*floral and avian,6.167,6.67,,6.67,5.83,5.67,5.83,6,6.67,6.67,5.17
a2853a82cfd0424dbf6e410a9eff8995.png,traditional Chinese painting*meticulous*floral and avian,6.167,6.83,,6.17,5.83,6.33,6,5.67,5.83,6.5,6.5
863d9b66ded24fcaa30a25dc076cfdc6.png,traditional Chinese painting*meticulous*floral and avian,6.25,6.17,,6,5.5,5.83,5.67,5.67,6.67,6.17,5.83
914ff9ae83694edab5e9b543a0220936.png,traditional Chinese painting*meticulous*floral and avian,6.25,6,,5.67,6,6.5,5.83,6.67,6.67,6,6.17
a1abaf1a47aa4a8eaaba81d1c16c9526.png,traditional Chinese painting*meticulous*floral and avian,6.25,6.17,,5.83,5.67,6.33,6.33,6,6.33,5.83,5.5
20e71c44dfc64ce2b4d10b3a793b3b84.png,traditional Chinese painting*meticulous*floral and avian,6.333,7,,6.33,6.5,6.83,6.5,5.83,7.17,6.5,6
2daa0c8e41974fccad85c10b4b8eb0b0.png,traditional Chinese painting*meticulous*floral and avian,6.333,7.33,,6.33,6.33,6.17,5.83,5.67,6.67,6.17,5.67
bf439e5e8e744647af512da3e4a07b98.png,traditional Chinese painting*meticulous*floral and avian,6.333,6.17,,6.33,5.67,6,5.67,6.33,6.67,5.83,5.67
f10174d64252445987ebc3b51c655471.png,traditional Chinese painting*meticulous*floral and avian,6.333,7,,6,6.67,6.33,5.67,5.83,6.5,6.33,5.33
fc7ff06c2e274b3bab5eec25666d378c.png,traditional Chinese painting*meticulous*floral and avian,6.333,7,,6.33,5.5,6.17,5.83,5.5,6.5,6.83,6.17
0adbb6ffa8824a8283ffc95439d88c03.png,traditional Chinese painting*meticulous*floral and avian,6.417,6.5,,6.17,6,6.33,5.83,6,6.33,6.5,6.17
6e9b54508b394995a1ad64fcc4304dbe.png,traditional Chinese painting*meticulous*floral and avian,6.417,6.67,,5.67,5.83,6.33,6.17,6.17,7.17,6.17,6.33
87b8cf7ce84b477e9d007af0dd8bb0fc.png,traditional Chinese painting*meticulous*floral and avian,6.417,6.33,,6,6,6.5,5.83,6,6.67,6.5,5.67
0375e5611aa3422c84cdc5bbacb8eed4.png,traditional Chinese painting*meticulous*floral and avian,6.5,6.83,,7,6.67,6.33,6,6.67,7,6.5,6
1027507df2814376bf7ec0d56b7a935d.png,traditional Chinese painting*meticulous*floral and avian,6.5,6.5,,6.5,6.33,6.33,6.33,5.67,6.83,6.33,6.33
19eac3826ccb4fa59b3640e64cee2f1a.png,traditional Chinese painting*meticulous*floral and avian,6.5,7,,6.33,6.83,5.83,6,6.33,7.33,6.17,7
271f40b3887d4e829498746265722d73.png,traditional Chinese painting*meticulous*floral and avian,6.5,6,,5.67,5.5,5.5,6,6.17,6.5,6,5.83
37546ffd0b6e481f886485cc95e4ee6d.png,traditional Chinese painting*meticulous*floral and avian,6.5,7.5,,6.67,5.67,5.83,5.83,5.83,6.33,6.33,5.67
4a2c0b63e66645998e449117b42a410d.png,traditional Chinese painting*meticulous*floral and avian,6.5,7.33,,6.67,6.17,6.67,6.83,6.67,6.5,6.5,6.17
5d06ac21c4ed4e598206b7dadd4a5ff5.png,traditional Chinese painting*meticulous*floral and avian,6.5,6,,6.83,6.17,6.33,6.17,6.83,6.5,6.5,6.17
b16cc674a34b4293a33a29f94b3272c0.png,traditional Chinese painting*meticulous*floral and avian,6.5,6.33,,6.5,6.83,6.5,6.33,5.83,6.5,6.33,5.5
b93833f2f06742aaaadf4f33ee701dff.png,traditional Chinese painting*meticulous*floral and avian,6.583,6.17,,6.33,5.83,6.33,6.33,6.33,6.5,6.67,6
6210a9bae3cc4ef2aaed8b71b5cf8532.png,traditional Chinese painting*meticulous*floral and avian,6.667,6.83,,6.67,7,6.33,6.5,6.17,7.17,6.83,6.67
c13399c188f744779a2299eeeae46191.png,traditional Chinese painting*meticulous*floral and avian,6.667,6.83,,6.33,6.67,6.67,6.17,6.33,7,6.33,6.67
c5a7d46983bb4b2780a9b1ddefee1ed0.png,traditional Chinese painting*meticulous*floral and avian,6.667,6.67,,6.5,7,7,6.67,6.17,6.5,6.17,5.67
de0059df818c4762a734224d226e629f.png,traditional Chinese painting*meticulous*floral and avian,6.667,7,,6.67,5.83,6.67,5.33,6.17,6.83,6.67,5.5
de0b8024f9ba430c8259e483daa51a6c.png,traditional Chinese painting*meticulous*floral and avian,6.667,6.33,,6.67,5.83,6.33,5.67,6.33,6.83,6.17,5.5
e1ca9a52dc7146e7bdcc69284c548324.png,traditional Chinese painting*meticulous*floral and avian,6.667,6.67,,6.5,6.67,6.5,7,6.17,7.17,6.83,6.5
f30cefb44e2b4916abebc398271ee3b9.png,traditional Chinese painting*meticulous*floral and avian,6.667,6.83,,6.33,6.17,6.67,5.67,7.5,6.83,6.17,5.33
0c3eb9ea9f6e45099dc897dea3787698.png,traditional Chinese painting*meticulous*floral and avian,6.75,7,,6,6.33,6.33,6.83,6.83,7.5,6.5,6.67
